# time(sec) Desired Measured
3.744 -0.7203 -0.8270
3.745 -0.7181 -0.8214
3.746 -0.7159 -0.7889
3.747 -0.7137 -0.7915
3.748 -0.7115 -0.8210
3.749 -0.7093 -0.8122
3.750 -0.7071 -0.8127
3.751 -0.7049 -0.7925
3.752 -0.7026 -0.8018
3.753 -0.7004 -0.7426
3.754 -0.6982 -0.7965
3.755 -0.6959 -0.7914
3.756 -0.6937 -0.8164
3.757 -0.6914 -0.8211
3.758 -0.6891 -0.7897
3.759 -0.6868 -0.7658
3.760 -0.6845 -0.8171
3.761 -0.6823 -0.8164
3.762 -0.6800 -0.7792
3.763 -0.6776 -0.8130
3.764 -0.6753 -0.7767
3.765 -0.6730 -0.7658
3.766 -0.6707 -0.7998
3.767 -0.6684 -0.7228
3.768 -0.6660 -0.7665
3.769 -0.6637 -0.7925
3.770 -0.6613 -0.7710
3.771 -0.6590 -0.8124
3.772 -0.6566 -0.8078
3.773 -0.6542 -0.8017
3.774 -0.6518 -0.8004
3.775 -0.6494 -0.7575
3.776 -0.6471 -0.7799
3.777 -0.6447 -0.7484
3.778 -0.6423 -0.7698
3.779 -0.6398 -0.7678
3.780 -0.6374 -0.7296
3.781 -0.6350 -0.7504
3.782 -0.6326 -0.7753
3.783 -0.6301 -0.7704
3.784 -0.6277 -0.7412
3.785 -0.6252 -0.7375
3.786 -0.6228 -0.7935
3.787 -0.6203 -0.7651
3.788 -0.6179 -0.7321
3.789 -0.6154 -0.7076
3.790 -0.6129 -0.7423
3.791 -0.6104 -0.7331
3.792 -0.6079 -0.7311
3.793 -0.6054 -0.7239
3.794 -0.6029 -0.7834
3.795 -0.6004 -0.7484
3.796 -0.5979 -0.7446
3.797 -0.5954 -0.7165
3.798 -0.5929 -0.7252
3.799 -0.5903 -0.7280
3.800 -0.5878 -0.7415
3.801 -0.5852 -0.7333
3.802 -0.5827 -0.6990
3.803 -0.5801 -0.6993
3.804 -0.5776 -0.7497
3.805 -0.5750 -0.6960
3.806 -0.5724 -0.7220
3.807 -0.5699 -0.7203
3.808 -0.5673 -0.7093
3.809 -0.5647 -0.6995
3.810 -0.5621 -0.7080
3.811 -0.5595 -0.7242
3.812 -0.5569 -0.7269
3.813 -0.5543 -0.7241
3.814 -0.5516 -0.7138
3.815 -0.5490 -0.6907
3.816 -0.5464 -0.7111
3.817 -0.5438 -0.7119
3.818 -0.5411 -0.7251
3.819 -0.5385 -0.6751
3.820 -0.5358 -0.6851
3.821 -0.5332 -0.7133
3.822 -0.5305 -0.6672
3.823 -0.5278 -0.6893
3.824 -0.5252 -0.7049
3.825 -0.5225 -0.7154
3.826 -0.5198 -0.6814
3.827 -0.5171 -0.6801
3.828 -0.5144 -0.6599
3.829 -0.5117 -0.6652
3.830 -0.5090 -0.6692
3.831 -0.5063 -0.6410
3.832 -0.5036 -0.7044
3.833 -0.5009 -0.7134
3.834 -0.4982 -0.6435
3.835 -0.4955 -0.6915
3.836 -0.4927 -0.6495
3.837 -0.4900 -0.6571
3.838 -0.4873 -0.6499
3.839 -0.4845 -0.6631
3.840 -0.4818 -0.6375
3.841 -0.4790 -0.6519
3.842 -0.4762 -0.6640
3.843 -0.4735 -0.6575
3.844 -0.4707 -0.6374
3.845 -0.4679 -0.6506
3.846 -0.4652 -0.6727
3.847 -0.4624 -0.6383
3.848 -0.4596 -0.6157
3.849 -0.4568 -0.6295
3.850 -0.4540 -0.6361
3.851 -0.4512 -0.6301
3.852 -0.4484 -0.6031
3.853 -0.4456 -0.6183
3.854 -0.4428 -0.6709
3.855 -0.4399 -0.6190
3.856 -0.4371 -0.6165
3.857 -0.4343 -0.6725
3.858 -0.4315 -0.6491
3.859 -0.4286 -0.6056
3.860 -0.4258 -0.6264
3.861 -0.4229 -0.6263
3.862 -0.4201 -0.6105
3.863 -0.4172 -0.5814
3.864 -0.4144 -0.6154
3.865 -0.4115 -0.5816
3.866 -0.4086 -0.6012
3.867 -0.4058 -0.6208
3.868 -0.4029 -0.5859
3.869 -0.4000 -0.5887
3.870 -0.3971 -0.5779
3.871 -0.3943 -0.5832
3.872 -0.3914 -0.5913
3.873 -0.3885 -0.6085
3.874 -0.3856 -0.5808
3.875 -0.3827 -0.6113
3.876 -0.3798 -0.5900
3.877 -0.3769 -0.5724
3.878 -0.3740 -0.5539
3.879 -0.3710 -0.6040
3.880 -0.3681 -0.5805
3.881 -0.3652 -0.5987
3.882 -0.3623 -0.6095
3.883 -0.3593 -0.5833
3.884 -0.3564 -0.5488
3.885 -0.3535 -0.5922
3.886 -0.3505 -0.5621
3.887 -0.3476 -0.5553
3.888 -0.3446 -0.5284
3.889 -0.3417 -0.5582
3.890 -0.3387 -0.5515
3.891 -0.3358 -0.5576
3.892 -0.3328 -0.5713
3.893 -0.3299 -0.5652
3.894 -0.3269 -0.5471
3.895 -0.3239 -0.5459
3.896 -0.3209 -0.5459
3.897 -0.3180 -0.5388
3.898 -0.3150 -0.5368
3.899 -0.3120 -0.5369
3.900 -0.3090 -0.5318
3.901 -0.3060 -0.4863
3.902 -0.3030 -0.5077
3.903 -0.3000 -0.5330
3.904 -0.2970 -0.5218
3.905 -0.2940 -0.4727
3.906 -0.2910 -0.5011
3.907 -0.2880 -0.5020
3.908 -0.2850 -0.5033
3.909 -0.2820 -0.5295
3.910 -0.2790 -0.4968
3.911 -0.2760 -0.5231
3.912 -0.2730 -0.4911
3.913 -0.2699 -0.4777
3.914 -0.2669 -0.4820
3.915 -0.2639 -0.4887
3.916 -0.2608 -0.4914
3.917 -0.2578 -0.5055
3.918 -0.2548 -0.4719
3.919 -0.2517 -0.4914
3.920 -0.2487 -0.4644
3.921 -0.2456 -0.4824
3.922 -0.2426 -0.4996
3.923 -0.2396 -0.5000
3.924 -0.2365 -0.4400
3.925 -0.2334 -0.4997
3.926 -0.2304 -0.4503
3.927 -0.2273 -0.4323
3.928 -0.2243 -0.4809
3.929 -0.2212 -0.4799
3.930 -0.2181 -0.4446
3.931 -0.2151 -0.4551
3.932 -0.2120 -0.4566
3.933 -0.2089 -0.4207
3.934 -0.2059 -0.4368
3.935 -0.2028 -0.4736
3.936 -0.1997 -0.4568
3.937 -0.1966 -0.4546
3.938 -0.1935 -0.4121
3.939 -0.1905 -0.4384
3.940 -0.1874 -0.4724
3.941 -0.1843 -0.3920
3.942 -0.1812 -0.4211
3.943 -0.1781 -0.4157
3.944 -0.1750 -0.4221
3.945 -0.1719 -0.4300
3.946 -0.1688 -0.4348
3.947 -0.1657 -0.4153
3.948 -0.1626 -0.4214
3.949 -0.1595 -0.4177
3.950 -0.1564 -0.3988
3.951 -0.1533 -0.3793
3.952 -0.1502 -0.4034
3.953 -0.1471 -0.4319
3.954 -0.1440 -0.4105
3.955 -0.1409 -0.4007
3.956 -0.1378 -0.3673
3.957 -0.1347 -0.4052
3.958 -0.1316 -0.4129
3.959 -0.1284 -0.4228
3.960 -0.1253 -0.3772
3.961 -0.1222 -0.3660
3.962 -0.1191 -0.3979
3.963 -0.1160 -0.3889
3.964 -0.1129 -0.3984
3.965 -0.1097 -0.3732
3.966 -0.1066 -0.3853
3.967 -0.1035 -0.3921
3.968 -0.1004 -0.3637
3.969 -0.0972 -0.3596
3.970 -0.0941 -0.3381
3.971 -0.0910 -0.3522
3.972 -0.0879 -0.3688
3.973 -0.0847 -0.3678
3.974 -0.0816 -0.3386
3.975 -0.0785 -0.3344
3.976 -0.0753 -0.3563
3.977 -0.0722 -0.3528
3.978 -0.0691 -0.3625
3.979 -0.0659 -0.3169
3.980 -0.0628 -0.3151
3.981 -0.0597 -0.3358
3.982 -0.0565 -0.3262
3.983 -0.0534 -0.3322
3.984 -0.0502 -0.3399
3.985 -0.0471 -0.3498
3.986 -0.0440 -0.3193
3.987 -0.0408 -0.3309
3.988 -0.0377 -0.2989
3.989 -0.0346 -0.3118
3.990 -0.0314 -0.3326
3.991 -0.0283 -0.2793
3.992 -0.0251 -0.2865
3.993 -0.0220 -0.2860
3.994 -0.0188 -0.2689
3.995 -0.0157 -0.2727
3.996 -0.0126 -0.2922
3.997 -0.0094 -0.2820
3.998 -0.0063 -0.2992
3.999 -0.0031 -0.2990
4.000 -0.0000 -0.2682
4.001 0.0031 -0.2628
4.002 0.0063 -0.2558
4.003 0.0094 -0.2914
4.004 0.0126 -0.2490
4.005 0.0157 -0.2703
4.006 0.0188 -0.2838
4.007 0.0220 -0.2457
4.008 0.0251 -0.2719
4.009 0.0283 -0.2401
4.010 0.0314 -0.2426
4.011 0.0346 -0.2193
4.012 0.0377 -0.2791
4.013 0.0408 -0.2482
4.014 0.0440 -0.2063
4.015 0.0471 -0.2188
4.016 0.0502 -0.2772
4.017 0.0534 -0.2164
4.018 0.0565 -0.2646
4.019 0.0597 -0.2380
4.020 0.0628 -0.2490
4.021 0.0659 -0.2320
4.022 0.0691 -0.2103
4.023 0.0722 -0.2399
4.024 0.0753 -0.1788
4.025 0.0785 -0.1823
4.026 0.0816 -0.1989
4.027 0.0847 -0.1942
4.028 0.0879 -0.1954
4.029 0.0910 -0.2151
4.030 0.0941 -0.1959
4.031 0.0972 -0.2039
4.032 0.1004 -0.1712
4.033 0.1035 -0.1993
4.034 0.1066 -0.1687
4.035 0.1097 -0.1701
4.036 0.1129 -0.1919
4.037 0.1160 -0.1878
4.038 0.1191 -0.1852
4.039 0.1222 -0.1482
4.040 0.1253 -0.1380
4.041 0.1284 -0.1377
4.042 0.1316 -0.1659
4.043 0.1347 -0.1546
4.044 0.1378 -0.1518
4.045 0.1409 -0.1542
4.046 0.1440 -0.2047
4.047 0.1471 -0.1610
4.048 0.1502 -0.1344
4.049 0.1533 -0.1443
4.050 0.1564 -0.1346
4.051 0.1595 -0.1590
4.052 0.1626 -0.1308
4.053 0.1657 -0.1169
4.054 0.1688 -0.1108
4.055 0.1719 -0.1109
4.056 0.1750 -0.0928
4.057 0.1781 -0.1074
4.058 0.1812 -0.1112
4.059 0.1843 -0.1045
4.060 0.1874 -0.1146
4.061 0.1905 -0.0907
4.062 0.1935 -0.0795
4.063 0.1966 -0.1007
4.064 0.1997 -0.1065
4.065 0.2028 -0.0955
4.066 0.2059 -0.0977
4.067 0.2089 -0.0780
4.068 0.2120 -0.1017
4.069 0.2151 -0.0810
4.070 0.2181 -0.0842
4.071 0.2212 -0.0862
4.072 0.2243 -0.0670
4.073 0.2273 -0.0705
4.074 0.2304 -0.0649
4.075 0.2334 -0.0476
4.076 0.2365 -0.0728
4.077 0.2396 -0.0373
4.078 0.2426 -0.1196
4.079 0.2456 -0.0855
4.080 0.2487 -0.0375
4.081 0.2517 -0.0422
4.082 0.2548 -0.0445
4.083 0.2578 -0.0349
4.084 0.2608 -0.0122
4.085 0.2639 -0.0693
4.086 0.2669 -0.0587
4.087 0.2699 -0.0410
4.088 0.2730 0.0027
4.089 0.2760 -0.0363
4.090 0.2790 -0.0122
4.091 0.2820 -0.0432
4.092 0.2850 -0.0465
4.093 0.2880 -0.0230
4.094 0.2910 -0.0146
4.095 0.2940 -0.0257
4.096 0.2970 -0.0305
4.097 0.3000 -0.0398
4.098 0.3030 -0.0003
4.099 0.3060 -0.0022
4.100 0.3090 -0.0446
4.101 0.3120 -0.0038
4.102 0.3150 -0.0452
4.103 0.3180 -0.0269
4.104 0.3209 0.0094
4.105 0.3239 0.0194
4.106 0.3269 0.0183
4.107 0.3299 -0.0008
4.108 0.3328 -0.0076
4.109 0.3358 0.0045
4.110 0.3387 0.0111
4.111 0.3417 0.0282
4.112 0.3446 0.0353
4.113 0.3476 0.0873
4.114 0.3505 0.0508
4.115 0.3535 0.0056
4.116 0.3564 -0.0007
4.117 0.3593 0.0295
4.118 0.3623 0.0686
4.119 0.3652 0.0317
4.120 0.3681 0.0748
4.121 0.3710 0.0551
4.122 0.3740 0.0458
4.123 0.3769 0.0698
4.124 0.3798 0.0467
4.125 0.3827 0.0635
4.126 0.3856 0.0336
4.127 0.3885 0.0470
4.128 0.3914 0.0796
4.129 0.3943 0.0814
4.130 0.3971 0.0907
4.131 0.4000 0.0967
4.132 0.4029 0.0705
4.133 0.4058 0.1040
4.134 0.4086 0.0710
4.135 0.4115 0.0722
4.136 0.4144 0.0872
4.137 0.4172 0.0620
4.138 0.4201 0.0786
4.139 0.4229 0.1599
4.140 0.4258 0.0928
4.141 0.4286 0.1162
4.142 0.4315 0.1326
4.143 0.4343 0.1069
4.144 0.4371 0.1324
4.145 0.4399 0.1300
4.146 0.4428 0.1144
4.147 0.4456 0.1136
4.148 0.4484 0.1620
4.149 0.4512 0.1411
4.150 0.4540 0.1562
4.151 0.4568 0.1627
4.152 0.4596 0.1222
4.153 0.4624 0.1624
4.154 0.4652 0.1504
4.155 0.4679 0.1634
4.156 0.4707 0.1477
4.157 0.4735 0.1833
4.158 0.4762 0.1369
4.159 0.4790 0.1507
4.160 0.4818 0.1590
4.161 0.4845 0.1627
4.162 0.4873 0.2352
4.163 0.4900 0.1904
4.164 0.4927 0.1427
4.165 0.4955 0.1380
4.166 0.4982 0.1887
4.167 0.5009 0.1870
4.168 0.5036 0.2033
4.169 0.5063 0.1497
4.170 0.5090 0.2024
4.171 0.5117 0.1949
4.172 0.5144 0.2162
4.173 0.5171 0.2180
4.174 0.5198 0.1858
4.175 0.5225 0.2311
4.176 0.5252 0.2333
4.177 0.5278 0.2165
4.178 0.5305 0.2192
4.179 0.5332 0.2163
4.180 0.5358 0.2324
4.181 0.5385 0.2114
4.182 0.5411 0.2560
4.183 0.5438 0.2258
4.184 0.5464 0.2672
4.185 0.5490 0.2441
4.186 0.5516 0.2249
4.187 0.5543 0.2594
4.188 0.5569 0.2688
4.189 0.5595 0.2365
4.190 0.5621 0.2207
4.191 0.5647 0.2456
4.192 0.5673 0.2611
4.193 0.5699 0.2503
4.194 0.5724 0.2882
4.195 0.5750 0.2453
4.196 0.5776 0.3271
4.197 0.5801 0.2933
4.198 0.5827 0.2356
4.199 0.5852 0.2759
4.200 0.5878 0.3000
4.201 0.5903 0.3126
4.202 0.5929 0.2940
4.203 0.5954 0.2690
4.204 0.5979 0.3013
4.205 0.6004 0.2939
4.206 0.6029 0.2687
4.207 0.6054 0.2927
4.208 0.6079 0.3156
4.209 0.6104 0.2835
4.210 0.6129 0.2966
4.211 0.6154 0.2875
4.212 0.6179 0.3139
4.213 0.6203 0.2957
4.214 0.6228 0.3412
4.215 0.6252 0.3146
4.216 0.6277 0.3472
4.217 0.6301 0.3470
4.218 0.6326 0.3244
4.219 0.6350 0.3445
4.220 0.6374 0.3063
4.221 0.6398 0.3356
4.222 0.6423 0.3491
4.223 0.6447 0.3463
4.224 0.6471 0.3536
4.225 0.6494 0.3320
4.226 0.6518 0.3255
4.227 0.6542 0.3456
4.228 0.6566 0.3508
4.229 0.6590 0.3511
4.230 0.6613 0.3623
4.231 0.6637 0.3879
4.232 0.6660 0.3690
4.233 0.6684 0.3624
4.234 0.6707 0.3719
4.235 0.6730 0.3733
4.236 0.6753 0.3674
4.237 0.6776 0.3838
4.238 0.6800 0.3892
4.239 0.6823 0.4166
4.240 0.6845 0.3736
4.241 0.6868 0.3899
4.242 0.6891 0.3643
4.243 0.6914 0.3703
4.244 0.6937 0.4039
4.245 0.6959 0.3742
4.246 0.6982 0.3956
4.247 0.7004 0.3927
4.248 0.7026 0.4012
4.249 0.7049 0.3957
4.250 0.7071 0.3803
4.251 0.7093 0.4047
4.252 0.7115 0.4151
4.253 0.7137 0.4152
4.254 0.7159 0.4310
4.255 0.7181 0.4048
4.256 0.7203 0.4122
4.257 0.7225 0.4209
4.258 0.7247 0.4461
4.259 0.7268 0.4293
4.260 0.7290 0.4439
4.261 0.7311 0.4623
4.262 0.7333 0.4352
4.263 0.7354 0.4720
4.264 0.7375 0.4430
4.265 0.7396 0.4537
4.266 0.7417 0.4233
4.267 0.7438 0.4315
4.268 0.7459 0.5002
4.269 0.7480 0.4658
4.270 0.7501 0.4228
4.271 0.7522 0.4302
4.272 0.7543 0.4829
4.273 0.7563 0.4761
4.274 0.7584 0.4767
4.275 0.7604 0.4289
4.276 0.7624 0.4885
4.277 0.7645 0.4746
4.278 0.7665 0.4662
4.279 0.7685 0.4903
4.280 0.7705 0.4554
4.281 0.7725 0.4916
4.282 0.7745 0.4786
4.283 0.7765 0.4933
4.284 0.7785 0.4553
4.285 0.7804 0.5397
4.286 0.7824 0.4906
4.287 0.7843 0.4974
4.288 0.7863 0.5179
4.289 0.7882 0.4764
4.290 0.7902 0.5210
4.291 0.7921 0.5471
4.292 0.7940 0.5159
4.293 0.7959 0.5055
4.294 0.7978 0.4761
4.295 0.7997 0.5664
4.296 0.8016 0.5287
4.297 0.8034 0.4859
4.298 0.8053 0.5084
4.299 0.8072 0.5283
4.300 0.8090 0.5275
4.301 0.8109 0.4948
4.302 0.8127 0.5231
4.303 0.8145 0.5170
4.304 0.8163 0.5389
4.305 0.8181 0.5397
4.306 0.8200 0.5540
4.307 0.8217 0.5285
4.308 0.8235 0.6055
4.309 0.8253 0.5227
4.310 0.8271 0.5430
4.311 0.8288 0.5835
4.312 0.8306 0.5910
4.313 0.8323 0.5341
4.314 0.8341 0.5111
4.315 0.8358 0.5309
4.316 0.8375 0.5284
4.317 0.8392 0.5467
4.318 0.8409 0.5991
4.319 0.8426 0.6002
4.320 0.8443 0.5599
4.321 0.8460 0.5706
4.322 0.8477 0.5574
4.323 0.8493 0.5856
4.324 0.8510 0.5658
4.325 0.8526 0.5747
4.326 0.8543 0.6206
4.327 0.8559 0.5888
4.328 0.8575 0.6127
4.329 0.8591 0.5800
4.330 0.8607 0.6184
4.331 0.8623 0.5864
4.332 0.8639 0.6050
4.333 0.8655 0.5943
4.334 0.8671 0.6054
4.335 0.8686 0.6152
4.336 0.8702 0.6101
4.337 0.8717 0.6007
4.338 0.8733 0.6099
4.339 0.8748 0.5785
4.340 0.8763 0.6219
4.341 0.8778 0.6116
4.342 0.8793 0.6295
4.343 0.8808 0.6406
4.344 0.8823 0.6425
4.345 0.8838 0.6100
4.346 0.8852 0.6269
4.347 0.8867 0.6325
4.348 0.8881 0.6268
4.349 0.8896 0.6282
4.350 0.8910 0.6530
4.351 0.8924 0.6128
4.352 0.8938 0.6289
4.353 0.8952 0.6789
4.354 0.8966 0.6515
4.355 0.8980 0.6065
4.356 0.8994 0.6149
4.357 0.9008 0.6361
4.358 0.9021 0.6238
4.359 0.9035 0.6352
4.360 0.9048 0.6611
4.361 0.9062 0.6896
4.362 0.9075 0.6498
4.363 0.9088 0.6208
4.364 0.9101 0.6549
4.365 0.9114 0.6645
4.366 0.9127 0.6772
4.367 0.9140 0.6728
4.368 0.9152 0.6212
4.369 0.9165 0.6886
4.370 0.9178 0.7197
4.371 0.9190 0.6777
4.372 0.9202 0.6770
4.373 0.9215 0.7255
4.374 0.9227 0.6756
4.375 0.9239 0.7040
4.376 0.9251 0.7068
4.377 0.9263 0.6922
4.378 0.9274 0.6786
4.379 0.9286 0.6953
4.380 0.9298 0.6982
4.381 0.9309 0.6929
4.382 0.9321 0.6912
4.383 0.9332 0.7086
4.384 0.9343 0.6913
4.385 0.9354 0.6800
4.386 0.9365 0.7243
4.387 0.9376 0.6895
4.388 0.9387 0.6796
4.389 0.9398 0.7430
4.390 0.9409 0.7164
4.391 0.9419 0.7184
4.392 0.9430 0.6986
4.393 0.9440 0.7196
4.394 0.9451 0.7206
4.395 0.9461 0.7004
4.396 0.9471 0.7015
4.397 0.9481 0.7375
4.398 0.9491 0.7153
4.399 0.9501 0.7270
4.400 0.9511 0.7377
4.401 0.9520 0.7120
4.402 0.9530 0.7117
4.403 0.9539 0.7024
4.404 0.9549 0.7363
4.405 0.9558 0.7510
4.406 0.9567 0.7254
4.407 0.9576 0.7793
4.408 0.9585 0.7604
4.409 0.9594 0.6961
4.410 0.9603 0.7358
4.411 0.9612 0.7595
4.412 0.9620 0.7648
4.413 0.9629 0.7356
4.414 0.9637 0.7463
4.415 0.9646 0.7501
4.416 0.9654 0.7661
4.417 0.9662 0.7246
4.418 0.9670 0.7575
4.419 0.9678 0.7707
4.420 0.9686 0.7693
4.421 0.9694 0.7866
4.422 0.9701 0.7592
4.423 0.9709 0.7585
4.424 0.9716 0.7420
4.425 0.9724 0.7721
4.426 0.9731 0.7890
4.427 0.9738 0.7475
4.428 0.9745 0.7784
4.429 0.9752 0.7666
4.430 0.9759 0.8194
4.431 0.9766 0.7564
4.432 0.9773 0.7949
4.433 0.9779 0.7886
4.434 0.9786 0.7774
4.435 0.9792 0.7638
4.436 0.9799 0.7804
4.437 0.9805 0.7888
4.438 0.9811 0.7923
4.439 0.9817 0.7767
4.440 0.9823 0.7818
4.441 0.9829 0.7749
4.442 0.9834 0.7899
4.443 0.9840 0.7760
4.444 0.9846 0.7603
4.445 0.9851 0.8151
4.446 0.9856 0.8001
4.447 0.9862 0.7794
4.448 0.9867 0.8184
4.449 0.9872 0.8224
4.450 0.9877 0.8042
4.451 0.9882 0.8305
4.452 0.9887 0.7811
4.453 0.9891 0.7795
4.454 0.9896 0.7809
4.455 0.9900 0.8190
4.456 0.9905 0.8175
4.457 0.9909 0.7864
4.458 0.9913 0.7878
4.459 0.9917 0.7914
4.460 0.9921 0.7984
4.461 0.9925 0.8390
4.462 0.9929 0.8483
4.463 0.9933 0.7620
4.464 0.9936 0.8437
4.465 0.9940 0.8183
4.466 0.9943 0.8233
4.467 0.9946 0.8415
4.468 0.9950 0.8086
4.469 0.9953 0.8351
4.470 0.9956 0.8242
4.471 0.9959 0.8296
4.472 0.9961 0.8392
4.473 0.9964 0.7784
4.474 0.9967 0.8578
4.475 0.9969 0.8519
4.476 0.9972 0.8232
4.477 0.9974 0.8427
4.478 0.9976 0.8279
4.479 0.9978 0.8369
4.480 0.9980 0.8333
4.481 0.9982 0.8219
4.482 0.9984 0.8570
4.483 0.9986 0.8199
4.484 0.9987 0.9288
4.485 0.9989 0.7946
4.486 0.9990 0.8441
4.487 0.9992 0.8252
4.488 0.9993 0.8547
4.489 0.9994 0.8796
4.490 0.9995 0.8487
4.491 0.9996 0.8600
4.492 0.9997 0.8246
4.493 0.9998 0.8506
4.494 0.9998 0.8134
4.495 0.9999 0.8771
4.496 0.9999 0.8615
4.497 1.0000 0.8334
4.498 1.0000 0.8598
4.499 1.0000 0.8583
4.500 1.0000 0.8475
4.501 1.0000 0.8476
4.502 1.0000 0.8778
4.503 1.0000 0.8614
4.504 0.9999 0.8224
4.505 0.9999 0.8712
4.506 0.9998 0.8319
4.507 0.9998 0.8578
4.508 0.9997 0.8682
4.509 0.9996 0.8491
4.510 0.9995 0.8916
4.511 0.9994 0.9284
4.512 0.9993 0.8517
4.513 0.9992 0.8567
4.514 0.9990 0.8604
4.515 0.9989 0.8660
4.516 0.9987 0.8400
4.517 0.9986 0.8531
4.518 0.9984 0.8304
4.519 0.9982 0.8707
4.520 0.9980 0.8858
4.521 0.9978 0.8728
4.522 0.9976 0.8855
4.523 0.9974 0.8917
4.524 0.9972 0.8421
4.525 0.9969 0.8507
4.526 0.9967 0.8497
4.527 0.9964 0.8718
4.528 0.9961 0.8902
4.529 0.9959 0.8828
4.530 0.9956 0.8856
4.531 0.9953 0.8551
4.532 0.9950 0.8511
4.533 0.9946 0.8779
4.534 0.9943 0.8741
4.535 0.9940 0.8870
4.536 0.9936 0.8924
4.537 0.9933 0.8988
4.538 0.9929 0.9013
4.539 0.9925 0.8631
4.540 0.9921 0.8786
4.541 0.9917 0.8717
4.542 0.9913 0.8853
4.543 0.9909 0.8622
4.544 0.9905 0.9315
4.545 0.9900 0.8964
4.546 0.9896 0.8686
4.547 0.9891 0.8658
4.548 0.9887 0.8827
4.549 0.9882 0.8933
4.550 0.9877 0.8792
4.551 0.9872 0.8906
4.552 0.9867 0.9042
4.553 0.9862 0.8829
4.554 0.9856 0.8980
4.555 0.9851 0.9039
4.556 0.9846 0.9141
4.557 0.9840 0.8818
4.558 0.9834 0.9159
4.559 0.9829 0.8856
4.560 0.9823 0.8899
4.561 0.9817 0.8912
4.562 0.9811 0.8957
4.563 0.9805 0.8959
4.564 0.9799 0.8942
4.565 0.9792 0.8851
4.566 0.9786 0.9158
4.567 0.9779 0.8809
4.568 0.9773 0.8823
4.569 0.9766 0.8831
4.570 0.9759 0.9035
4.571 0.9752 0.8992
4.572 0.9745 0.9119
4.573 0.9738 0.9235
4.574 0.9731 0.8721
4.575 0.9724 0.9054
4.576 0.9716 0.9141
4.577 0.9709 0.8758
4.578 0.9701 0.8964
4.579 0.9694 0.9102
4.580 0.9686 0.8961
4.581 0.9678 0.8700
4.582 0.9670 0.9032
4.583 0.9662 0.8978
4.584 0.9654 0.9276
4.585 0.9646 0.8830
4.586 0.9637 0.8805
4.587 0.9629 0.8792
4.588 0.9620 0.9293
4.589 0.9612 0.9133
4.590 0.9603 0.8999
4.591 0.9594 0.8914
4.592 0.9585 0.8938
4.593 0.9576 0.8816
4.594 0.9567 0.8971
4.595 0.9558 0.9097
4.596 0.9549 0.9458
4.597 0.9539 0.8959
4.598 0.9530 0.9190
4.599 0.9520 0.9111
4.600 0.9511 0.9237
4.601 0.9501 0.9021
4.602 0.9491 0.8937
4.603 0.9481 0.8837
4.604 0.9471 0.9256
4.605 0.9461 0.9206
4.606 0.9451 0.9031
4.607 0.9440 0.9482
4.608 0.9430 0.9180
4.609 0.9419 0.8942
4.610 0.9409 0.8644
4.611 0.9398 0.9104
4.612 0.9387 0.9051
4.613 0.9376 0.9351
4.614 0.9365 0.8833
4.615 0.9354 0.9144
4.616 0.9343 0.8985
4.617 0.9332 0.9258
4.618 0.9321 0.8955
4.619 0.9309 0.8736
4.620 0.9298 0.9048
4.621 0.9286 0.9003
4.622 0.9274 0.8514
4.623 0.9263 0.9058
4.624 0.9251 0.8863
4.625 0.9239 0.9049
4.626 0.9227 0.8726
4.627 0.9215 0.8845
4.628 0.9202 0.9059
4.629 0.9190 0.8902
4.630 0.9178 0.9139
4.631 0.9165 0.9154
4.632 0.9152 0.8897
4.633 0.9140 0.8730
4.634 0.9127 0.9108
4.635 0.9114 0.8839
4.636 0.9101 0.8800
4.637 0.9088 0.8878
4.638 0.9075 0.8710
4.639 0.9062 0.8993
4.640 0.9048 0.8859
4.641 0.9035 0.9136
4.642 0.9021 0.9034
4.643 0.9008 0.8931
4.644 0.8994 0.8570
4.645 0.8980 0.8864
4.646 0.8966 0.8903
4.647 0.8952 0.9403
4.648 0.8938 0.9232
4.649 0.8924 0.8563
4.650 0.8910 0.9140
4.651 0.8896 0.8855
4.652 0.8881 0.8394
4.653 0.8867 0.8983
4.654 0.8852 0.9284
4.655 0.8838 0.9140
4.656 0.8823 0.8943
4.657 0.8808 0.8876
4.658 0.8793 0.8850
4.659 0.8778 0.8821
4.660 0.8763 0.8474
4.661 0.8748 0.8665
4.662 0.8733 0.8652
4.663 0.8717 0.9032
4.664 0.8702 0.9073
4.665 0.8686 0.8808
4.666 0.8671 0.9133
4.667 0.8655 0.8961
4.668 0.8639 0.8680
4.669 0.8623 0.8392
4.670 0.8607 0.8786
4.671 0.8591 0.8918
4.672 0.8575 0.9009
4.673 0.8559 0.8797
4.674 0.8543 0.8747
4.675 0.8526 0.8483
4.676 0.8510 0.8615
4.677 0.8493 0.8557
4.678 0.8477 0.8904
4.679 0.8460 0.8803
4.680 0.8443 0.8415
4.681 0.8426 0.8400
4.682 0.8409 0.8991
4.683 0.8392 0.8804
4.684 0.8375 0.8838
4.685 0.8358 0.8792
4.686 0.8341 0.8908
4.687 0.8323 0.8535
4.688 0.8306 0.9142
4.689 0.8288 0.8846
4.690 0.8271 0.8507
4.691 0.8253 0.8614
4.692 0.8235 0.8417
4.693 0.8217 0.8471
4.694 0.8200 0.8668
4.695 0.8181 0.8701
4.696 0.8163 0.8336
4.697 0.8145 0.8477
